Geo_Code,Prov_Name,Topic,Characteristic,Note,Total,Flag_Total,Male,Flag_Male,Female,Flag_Female
60,Yukon Territory,Place of work status,   Worked at usual place,,14110,,6540,,7565,
60,Yukon Territory,Place of work status,      Worked in census subdivision (municipality) of residence,,12055,,5555,,6500,
60,Yukon Territory,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,,1820,,840,,980,
60,Yukon Territory,Place of work status,      Worked in a different census division (county),,0,,0,,0,
60,Yukon Territory,Place of work status,      Worked in a different province,,230,,145,,85,
60,Yukon Territory,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,83,16140,,8115,,8025,
60,Yukon Territory,Mode of transportation to work,"   Car, truck, van, as driver",,11650,,5935,,5720,
60,Yukon Territory,Mode of transportation to work,"   Car, truck, van, as passenger",,1195,,560,,635,
60,Yukon Territory,Mode of transportation to work,   Public transit,,415,,185,,230,
60,Yukon Territory,Mode of transportation to work,   Walked or bicycled,,2550,,1235,,1320,
60,Yukon Territory,Mode of transportation to work,   All other modes,,330,,200,,125,
60,Yukon Territory,Visible minority population characteristics,Total population,84,30195,,15215,,14980,
60,Yukon Territory,Visible minority population characteristics,   Total visible minority population,85,1220,,590,,630,
60,Yukon Territory,Visible minority population characteristics,      Chinese,,325,,155,,165,
60,Yukon Territory,Visible minority population characteristics,      South Asian,86,195,,125,,70,
60,Yukon Territory,Visible minority population characteristics,      Black,,125,,50,,75,
60,Yukon Territory,Visible minority population characteristics,      Filipino,,210,,80,,135,
60,Yukon Territory,Visible minority population characteristics,      Latin American,,100,,45,,50,
60,Yukon Territory,Visible minority population characteristics,      Southeast Asian,87,145,,55,,90,
60,Yukon Territory,Visible minority population characteristics,      Arab,,20,,20,,0,
60,Yukon Territory,Visible minority population characteristics,      West Asian,88,10,,0,,0,
60,Yukon Territory,Visible minority population characteristics,      Korean,,10,,0,,10,
60,Yukon Territory,Visible minority population characteristics,      Japanese,,40,,20,,15,
60,Yukon Territory,Visible minority population characteristics,"      Visible minority, n.i.e.",89,15,,0,,10,
60,Yukon Territory,Visible minority population characteristics,      Multiple visible minority,90,40,,30,,10,
60,Yukon Territory,Visible minority population characteristics,   Not a visible minority,91,28970,,14620,,14350,
60,Yukon Territory,Earnings in 2005,Persons 15 years and over with earnings (counts),92,20155,,10240,,9910,
60,Yukon Territory,Earnings in 2005,   Median earnings - Persons 15 years and over ($),93,31227,,33418,,29973,
60,Yukon Territory,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",94,9995,,5200,,4795,
60,Yukon Territory,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",93,49787,,53524,,47291,
60,Yukon Territory,Income in 2005,Persons 15 years and over with income (counts),95,23540,,11785,,11750,
60,Yukon Territory,Income in 2005,   Median income - Persons 15 years and over ($),96,31352,,34536,,29762,
60,Yukon Territory,Income in 2005,   Median income after tax - Persons 15 years and over ($),96,28519,,30305,,26982,
60,Yukon Territory,Income in 2005,   Composition of total income (100%),97,100,,100,,100,
60,Yukon Territory,Income in 2005,      Earnings - As a % of total income,,83.9,,85.5,,82,
60,Yukon Territory,Income in 2005,      Government transfers - As a % of total income,,8.7,,7.5,,10.2,
60,Yukon Territory,Income in 2005,      Other money - As a % of total income,,7.4,,7,,7.9,
60,Yukon Territory,Income in 2005,   Income status of all persons in private households (counts),98,0,,0,,0,
60,Yukon Territory,Income in 2005,      % in low income before tax - All persons,,0,,0,,0,
60,Yukon Territory,Income in 2005,      % in low income after tax - All persons,,0,,0,,0,
60,Yukon Territory,Income in 2005,      % in low income before tax - Persons less than 18 years of age,,0,,0,,0,
60,Yukon Territory,Income in 2005,      % in low income after tax - Persons less than 18 years of age,,0,,0,,0,
61,Northwest Territories,Population and dwelling counts,Population in 2006,1,41464,,,,,
61,Northwest Territories,Population and dwelling counts,Population in 2001,1,37360,,,,,
61,Northwest Territories,Population and dwelling counts,2001 to 2006 population change (%),,11,E,,,,
61,Northwest Territories,Population and dwelling counts,Total private dwellings,2,16774,,,,,
61,Northwest Territories,Population and dwelling counts,Private dwellings occupied by usual residents,3,14224,,,,,
61,Northwest Territories,Population and dwelling counts,Population density per square kilometre,,0,,,,,
61,Northwest Territories,Population and dwelling counts,Land area (square km),,1140834.903,,,,,
61,Northwest Territories,Age characteristics,Total population,4,41460,,21225,,20240,
61,Northwest Territories,Age characteristics,   0 to 4 years,,3225,,1595,,1625,
61,Northwest Territories,Age characteristics,   5 to 9 years,,3090,,1555,,1540,
61,Northwest Territories,Age characteristics,   10 to 14 years,,3600,,1865,,1740,
61,Northwest Territories,Age characteristics,   15 to 19 years,,3565,,1805,,1760,
61,Northwest Territories,Age characteristics,   20 to 24 years,,3155,,1630,,1525,
61,Northwest Territories,Age characteristics,   25 to 29 years,,3345,,1675,,1670,
61,Northwest Territories,Age characteristics,   30 to 34 years,,3100,,1520,,1580,
61,Northwest Territories,Age characteristics,   35 to 39 years,,3250,,1625,,1625,
61,Northwest Territories,Age characteristics,   40 to 44 years,,3655,,1865,,1790,
61,Northwest Territories,Age characteristics,   45 to 49 years,,3365,,1760,,1605,
61,Northwest Territories,Age characteristics,   50 to 54 years,,2790,,1450,,1335,
61,Northwest Territories,Age characteristics,   55 to 59 years,,2100,,1165,,930,
61,Northwest Territories,Age characteristics,   60 to 64 years,,1245,,730,,520,
61,Northwest Territories,Age characteristics,   65 to 69 years,,710,,360,,350,
61,Northwest Territories,Age characteristics,   70 to 74 years,,520,,270,,250,
61,Northwest Territories,Age characteristics,   75 to 79 years,,360,,185,,175,
61,Northwest Territories,Age characteristics,   80 to 84 years,,220,,90,,130,
61,Northwest Territories,Age characteristics,   85 years and over,,165,,80,,85,
61,Northwest Territories,Age characteristics,Median age of the population,5,31.2,,31.7,,30.8,
61,Northwest Territories,Age characteristics,% of the population aged 15 and over,,76.1,,76.4,,75.8,
61,Northwest Territories,Common-law status characteristics,Total population 15 years and over,6,31545,,16210,,15335,
61,Northwest Territories,Common-law status characteristics,   Not in a common-law relationship,,25600,,13250,,12345,
61,Northwest Territories,Common-law status characteristics,   In a common-law relationship,,5945,,2955,,2985,
61,Northwest Territories,Legal marital status characteristics,Total population 15 years and over,7,31545,,16210,,15335,
61,Northwest Territories,Legal marital status characteristics,   Never legally married (single),8,16390,,8815,,7575,
61,Northwest Territories,Legal marital status characteristics,   Legally married (and not separated),9,11440,,5765,,5680,
61,Northwest Territories,Legal marital status characteristics,"   Separated, but still legally married",10,935,,485,,450,
61,Northwest Territories,Legal marital status characteristics,   Divorced,11,1815,,885,,930,
61,Northwest Territories,Legal marital status characteristics,   Widowed,12,960,,260,,700,
61,Northwest Territories,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,13,14235,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,,59.6,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,,5.2,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,,10.6,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",14,2.4,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,14,14,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,,3.4,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,15,4.7,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Number of owned dwellings,16,7520,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Number of rented dwellings,17,6570,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,,7910,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,18,6325,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,,17.6,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Average number of rooms per dwelling,19,5.6,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,19,4.6,,,,,
61,Northwest Territories,Occupied private dwelling characteristics,Average value of owned dwelling ($),20,226909,,,,,
61,Northwest Territories,Selected family characteristics,Total number of census families,21,10880,,,,,
61,Northwest Territories,Selected family characteristics,   Number of married-couple families,22,5555,,,,,
61,Northwest Territories,Selected family characteristics,   Number of common-law-couple families,23,2990,,,,,
61,Northwest Territories,Selected family characteristics,   Number of lone-parent families,,2325,,,,,
61,Northwest Territories,Selected family characteristics,      Number of female lone-parent families,,1695,,,,,
